,CenturyLink,,,,,,,,,,,"Cincinnati Bell DSL",,,,,,,,,,,"Frontier DSL",,,,,,,,,,,Windstream,,,,,,,,,,,Charter,,,,,,,,,,,Comcast,,,,,,,,,,,Cox,,,,,,,,,,,Mediacom,,,,,,,,,,,Optimum,,,,,,,,,,,"Cincinnati Bell Fiber",,,,,,,,,,,"Frontier Fiber",,,,,,,,,,,Verizon,,,,,,,,,,,Total,,,,,,,,,,
"Tier (Mbps)","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N"
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.35909799746025,268.3590979974602,271.40579552941176,271.40579552941176,1.073436391989841,1.0734363919898409,1.079711278095238,1.079711278095238,13.226490499482418,"264.36 - 272.36",42,,,,,,,,,,,,,,,,,,,,,,,268.35909799746025,268.3590979974602,271.40579552941176,271.40579552941176,1.073436391989841,1.0734363919898409,1.079711278095238,1.079711278095238,13.226490499482418,"264.36 - 272.36",42
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.7119216683126,341.7119216683126,354.0589222,354.0589222,1.1390397388943754,1.1390397388943752,1.1617158797777778,1.1617158797777778,23.97920566714643,"335.64 - 347.78",60,322.3335836359533,322.3335836359533,330.147692,330.147692,1.0744452787865109,1.074445278786511,1.088023585982906,1.088023585982906,27.825753373338763,"313.6 - 331.07",39,,,,,,,,,,,,311.5965401544092,311.5965401544092,323.0476284444444,323.0476284444444,1.0386551338480308,1.0386551338480305,1.0524798684210526,1.0524798684210526,32.94918163029271,"301.12 - 322.07",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.7753374308723,327.8422889618137,342.9090605698415,338.65040292619625,1.105917791436241,1.0928076298727125,1.1248842753752817,1.11043874189781,30.470707446843907,"326.67 - 336.88",137
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.02211379987983,444.0221137998798,461.1118834385965,461.11188343859646,1.1100552844996996,1.1100552844996996,1.122989410888889,1.122989410888889,57.068063429906985,"432.23 - 455.81",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.02211379987983,444.0221137998798,461.1118834385965,461.11188343859646,1.1100552844996996,1.1100552844996996,1.122989410888889,1.122989410888889,57.068063429906985,"432.23 - 455.81",90
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.4900128824695,529.4900128824695,561.4144973333333,561.4144973333333,1.058980025764939,1.058980025764939,1.0739491973953488,1.0739491973953488,73.36627661697743,"507.56 - 551.42",43,,,,,,,,,,,,425.9338578000596,425.9338578000596,379.070834,379.070834,0.8518677156001193,0.8518677156001192,0.8500338978417267,0.8500338978417266,94.10121222563906,"410.29 - 441.58",139,490.64100245125354,490.64100245125354,501.3800804571428,501.3800804571429,0.9812820049025072,0.981282004902507,0.9846991036470588,0.9846991036470588,41.53195420835086,"480.77 - 500.51",68,,,,,,,,,,,,476.3065332676148,461.34585981935885,472.35511464829204,443.7020591296762,0.9526130665352296,0.9226917196387178,0.9560769098372879,0.925176265344,89.53190773575423,"465.21 - 487.41",250
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Download Sustained Trimmed Mean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offpeak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CenturyLink,,,,,,,,,,,"Cincinnati Bell DSL",,,,,,,,,,,"Frontier DSL",,,,,,,,,,,Windstream,,,,,,,,,,,Charter,,,,,,,,,,,Comcast,,,,,,,,,,,Cox,,,,,,,,,,,Mediacom,,,,,,,,,,,Optimum,,,,,,,,,,,"Cincinnati Bell Fiber",,,,,,,,,,,"Frontier Fiber",,,,,,,,,,,Verizon,,,,,,,,,,,Total,,,,,,,,,,
"Tier (Mbps)","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted mean of medians","Unweighted mean of medians","Weighted Mean % advertised","Unweighted Mean % advertised","Weighted Mean of Medians % Advertised","Unweighted Mean of Medians % Advertised","Standard Deviation","95% C.I","Unweighted Valid N"
1.5,1.2719229308698825,1.2719229308698825,1.252206322580645,1.252206322580645,0.8479486205799217,0.8479486205799217,0.8756765128205127,0.8756765128205127,0.15614124462559373,"1.23 - 1.31",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2719229308698825,1.2719229308698825,1.252206322580645,1.252206322580645,0.8479486205799217,0.8479486205799217,0.8756765128205127,0.8756765128205127,0.15614124462559373,"1.23 - 1.31",65
3,2.979106041249843,2.979106041249843,2.7824617260385,2.7824617260385,0.9930353470832809,0.993035347083281,1.0068689866666667,1.0068689866666667,0.8147389370117217,"2.75 - 3.2",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.979106041249843,2.979106041249843,2.7824617260385,2.7824617260385,0.9930353470832809,0.993035347083281,1.0068689866666667,1.0068689866666667,0.8147389370117217,"2.75 - 3.2",50
5,,,,,,,,,,,,3.676829756072899,3.676829756072899,4.152651798561151,4.152651798561151,0.7353659512145798,0.7353659512145798,0.7437448979591835,0.7437448979591836,0.9715793967166371,"3.4 - 3.95",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.676829756072899,3.676829756072899,4.152651798561151,4.152651798561151,0.7353659512145798,0.7353659512145798,0.7437448979591835,0.7437448979591836,0.9715793967166371,"3.4 - 3.95",49
10,9.43209040093172,9.43209040093172,9.523662253441803,9.523662253441803,0.943209040093172,0.943209040093172,0.9723721111111111,0.9723721111111111,0.9742749751586799,"9.21 - 9.66",72,,,,,,,,,,,,,,,,,,,,,,,9.952538788938107,9.952538788938107,10.251183668965517,10.251183668965517,0.9952538788938107,0.9952538788938107,1.03278992,1.03278992,1.0720293052535304,"9.67 - 10.24",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.471934125263456,9.657481435107714,9.57935877089399,9.838730582999315,0.9471934125263455,0.9657481435107714,0.9769974891074145,0.9985373039370078,1.0461542510981598,"9.29 - 9.65",127
12,12.406596080923737,12.406596080923737,12.236474844444444,12.236474844444444,1.0338830067436449,1.0338830067436449,1.0615021794871795,1.0615021794871795,2.17218376633133,"11.88 - 12.93",65,,,,,,,,,,,,12.449628534187262,12.449628534187262,11.372516838862103,11.372516838862103,1.0374690445156052,1.0374690445156052,1.0649688333333334,1.0649688333333334,2.3551000522190373,"11.88 - 13.02",66,12.756345830851426,12.756345830851426,12.96795289375285,12.96795289375285,1.063028819237619,1.063028819237619,1.0996906666666666,1.0996906666666666,0.950990184490517,"12.49 - 13.02",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.465452779899284,12.518903425740186,12.047801541857762,12.123506193046577,1.0387877316582736,1.0432419521450156,1.0675259980752199,1.0733155690607734,1.9871377791036409,"12.18 - 12.75",181
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.910183190916154,15.910183190916152,16.103864540925265,16.103864540925265,1.0606788793944102,1.0606788793944102,1.0855205214814816,1.0855205214814814,0.824331970938817,"15.67 - 16.15",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.910183190916154,15.910183190916152,16.103864540925265,16.103864540925265,1.0606788793944102,1.0606788793944102,1.0855205214814816,1.0855205214814814,0.824331970938817,"15.67 - 16.15",45
18,,,,,,,,,,,,,,,,,,,,,,,18.60565325544499,18.605653255444988,18.063360395238092,18.063360395238092,1.0336474030802771,1.0336474030802771,1.0559097272727274,1.0559097272727271,2.9488706350379132,"17.73 - 19.48",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.60565325544499,18.605653255444988,18.063360395238092,18.063360395238092,1.0336474030802771,1.0336474030802771,1.0559097272727274,1.0559097272727271,2.9488706350379132,"17.73 - 19.48",44
20,19.642545194046633,19.642545194046633,19.65225562162162,19.65225562162162,0.9821272597023317,0.9821272597023317,0.9975265298245614,0.9975265298245614,2.119325845078338,"19.09 - 20.19",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.642545194046633,19.642545194046633,19.65225562162162,19.65225562162162,0.9821272597023317,0.9821272597023317,0.9975265298245614,0.9975265298245614,2.119325845078338,"19.09 - 20.19",57
25,23.649680583904072,23.64968058390407,23.886576985507247,23.886576985507244,0.9459872233561628,0.9459872233561627,0.9644104882758621,0.9644104882758621,1.6104209344223224,"23.31 - 23.99",87,,,,,,,,,,,,,,,,,,,,,,,24.962647985684093,24.962647985684093,25.399297121315193,25.399297121315193,0.9985059194273638,0.9985059194273638,1.0152012199999998,1.01520122,2.5776847604911666,"24.29 - 25.64",56,,,,,,,,,,,,29.029604791097007,29.029604791097007,29.2907288,29.2907288,1.1611841916438803,1.1611841916438803,1.186909002105263,1.186909002105263,1.3024838810211175,"28.69 - 29.37",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.44796751669083,25.55058985545246,28.719146691823862,25.85032189066391,1.1379187006676332,1.0220235942180984,1.1626246230722925,1.0420439696,2.9289020551372333,"28.04 - 28.85",200
40,40.291835606548176,40.29183560654817,40.1748961539075,40.17489615390749,1.0072958901637044,1.0072958901637044,1.0264610857142857,1.0264610857142857,4.14902747731442,"39.21 - 41.38",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.291835606548176,40.29183560654817,40.1748961539075,40.17489615390749,1.0072958901637044,1.0072958901637044,1.0264610857142857,1.0264610857142857,4.14902747731442,"39.21 - 41.38",56
50,,,,,,,,,,,,43.2596215439114,43.2596215439114,43.92868090140845,43.92868090140845,0.865192430878228,0.865192430878228,0.8806208680851063,0.8806208680851063,7.156040235307723,"41.21 - 45.31",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.47124347255091,57.47124347255091,58.88549917527651,58.88549917527651,1.1494248694510183,1.1494248694510183,1.158599831724138,1.158599831724138,4.918273179581708,"56.21 - 58.74",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.52012037350962,56.52012037350963,56.77915137007874,56.77915137007873,1.1304024074701926,1.1304024074701926,1.1352211220512818,1.135221122051282,1.4760371688545435,"56.06 - 56.98",39,56.95917108960027,52.57513214262961,58.07734799680945,53.43329068031462,1.1391834217920056,1.0515026428525922,1.1474207305757502,1.0615388527777778,8.317612123976597,"55.6 - 58.32",144
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.53134629958022,77.5313462995802,79.55276752787769,79.55276752787769,1.2921891049930037,1.2921891049930037,1.310797025,1.3107970249999998,5.25504314610918,"75.9 - 79.16",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.53134629958022,77.5313462995802,79.55276752787769,79.55276752787769,1.2921891049930037,1.2921891049930037,1.310797025,1.3107970249999998,5.25504314610918,"75.9 - 79.16",40
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.90222854400116,87.90222854400116,88.51540897894529,88.51540897894529,1.1720297139200155,1.1720297139200155,1.1871874958730158,1.1871874958730158,2.381677203944896,"87.18 - 88.62",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.10087191687266,81.10087191687266,81.48392806666666,81.48392806666666,1.0813449588916355,1.0813449588916355,1.0896332719496855,1.0896332719496855,1.4995840384001076,"80.7 - 81.5",53,81.88787817085966,81.88787817085966,81.78572734130401,81.78572734130401,1.0918383756114622,1.0918383756114622,1.097779748,1.097779748,1.4429884336339374,"81.44 - 82.34",40,82.94843581942955,83.4500365724199,83.04484014195725,83.76092191334219,1.1059791442590605,1.112667154298932,1.1139902287348193,1.1223972456296296,3.5125913542340355,"82.36 - 83.54",135
80,77.82270005161449,77.82270005161449,78.49957043298969,78.49957043298969,0.9727837506451811,0.9727837506451812,0.9898689253012047,0.9898689253012047,5.160582892867031,"76.71 - 78.93",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.82270005161449,77.82270005161449,78.49957043298969,78.49957043298969,0.9727837506451811,0.9727837506451812,0.9898689253012047,0.9898689253012047,5.160582892867031,"76.71 - 78.93",83
100,96.46479237665476,96.46479237665477,97.79054806686567,97.79054806686567,0.9646479237665476,0.9646479237665476,0.9815008476190474,0.9815008476190475,5.549156294126174,"94.79 - 98.14",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.7565808144607,114.7565808144607,114.27470834285714,114.27470834285715,1.147565808144607,1.147565808144607,1.1577626232727274,1.1577626232727272,4.597994510177599,"113.54 - 115.97",55,115.14302704047441,115.1430270404744,118.23324409098038,118.23324409098038,1.1514302704047439,1.1514302704047439,1.159915580689655,1.159915580689655,7.957366126889306,"113.1 - 117.19",58,,,,,,,,,,,,130.4428394100346,130.4428394100346,132.18838682666666,132.18838682666666,1.3044283941003458,1.304428394100346,1.3203803843902437,1.3203803843902437,3.8639167300711734,"129.26 - 131.63",41,113.34804066096906,113.34804066096905,114.04556785857945,114.04556785857945,1.1334804066096904,1.1334804066096904,1.1451836968421052,1.1451836968421052,2.5072581307940087,"112.55 - 114.15",38,,,,,,,,,,,,98.89454344477514,98.89454344477514,99.09235586885245,99.09235586885245,0.9889454344477513,0.9889454344477514,0.9947032653658536,0.9947032653658536,1.1960286225424908,"98.53 - 99.26",41,99.206331820587,99.206331820587,99.58584016998543,99.58584016998543,0.9920633182058699,0.99206331820587,0.9965762933333332,0.9965762933333333,1.057580384532202,"98.97 - 99.44",78,113.40860754482627,109.03563999187581,114.01906270315884,110.0107016921913,1.1340860754482627,1.0903563999187582,1.1434730229294514,1.100123072407932,11.778653730815345,"112.18 - 114.64",353
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.20044735510638,169.20044735510638,173.58832355555555,173.58832355555555,1.1280029823673758,1.1280029823673758,1.139531464397163,1.139531464397163,11.154948680869314,"166.01 - 172.39",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.20044735510638,169.20044735510638,173.58832355555555,173.58832355555555,1.1280029823673758,1.1280029823673758,1.139531464397163,1.139531464397163,11.154948680869314,"166.01 - 172.39",47
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.07160317429805,203.07160317429805,206.37018915151515,206.37018915151515,1.1604091609959888,1.1604091609959888,1.1747315997069598,1.1747315997069596,10.263864520013762,"199.85 - 206.29",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.07160317429805,203.07160317429805,206.37018915151515,206.37018915151515,1.1604091609959888,1.1604091609959888,1.1747315997069598,1.1747315997069596,10.263864520013762,"199.85 - 206.29",39
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.45909701656294,226.45909701656296,232.0751671241071,232.0751671241071,1.1322954850828146,1.1322954850828149,1.1412208833333333,1.1412208833333333,14.94874036939046,"223.26 - 229.66",84,233.94991655454265,233.94991655454265,236.59659842245614,236.59659842245614,1.1697495827727131,1.1697495827727133,1.1763771969696968,1.176377196969697,6.38256504288553,"232.41 - 235.49",66,,,,,,,,,,,,250.04333336717767,250.04333336717767,260.5655567581699,260.5655567581699,1.2502166668358883,1.2502166668358883,1.2681639160784313,1.2681639160784313,20.96415626186895,"244.29 - 255.8",51,215.55624584677147,215.5562458467715,224.076549555425,224.076549555425,1.0777812292338576,1.0777812292338576,1.0899130551724139,1.0899130551724137,20.013478934065553,"210.41 - 220.71",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.25377560966703,230.57038958621587,233.84870935740582,237.0462270393375,1.1462688780483352,1.1528519479310795,1.154519201337783,1.1636863556756756,19.745301945309144,"226.85 - 231.66",259
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.10391789185576,269.1039178918557,271.7053450693512,271.7053450693512,1.076415671567423,1.076415671567423,1.080865616,1.0808656159999999,13.068240695742409,"265.15 - 273.06",42,,,,,,,,,,,,,,,,,,,,,,,269.10391789185576,269.1039178918557,271.7053450693512,271.7053450693512,1.076415671567423,1.076415671567423,1.080865616,1.0808656159999999,13.068240695742409,"265.15 - 273.06",42
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.62274560324374,345.62274560324374,354.86414382109297,354.864143821093,1.152075818677479,1.152075818677479,1.1669159206666666,1.1669159206666666,22.77731506545818,"339.86 - 351.39",60,324.6893537258793,324.68935372587936,331.29093549606296,331.29093549606296,1.082297845752931,1.082297845752931,1.101453193162393,1.101453193162393,26.91401719462023,"316.24 - 333.14",39,,,,,,,,,,,,323.13031372921455,323.13031372921455,333.7158249444444,333.7158249444444,1.0771010457640484,1.0771010457640484,1.0873222793162391,1.0873222793162394,23.6075463036564,"315.72 - 330.54",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.70294215438446,333.3502301952412,345.5749273463635,342.2254513510534,1.122343140514615,1.1111674339841373,1.1373495151875261,1.125921729468599,26.381416234994475,"332.3 - 341.1",138
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.00660275955374,450.00660275955374,466.95309577981646,466.9530957798165,1.1250165068988844,1.1250165068988844,1.1376173346153846,1.1376173346153846,56.241035606043376,"438.45 - 461.56",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.00660275955374,450.00660275955374,466.95309577981646,466.9530957798165,1.1250165068988844,1.1250165068988844,1.1376173346153846,1.1376173346153846,56.241035606043376,"438.45 - 461.56",91
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.1863052063537,543.1863052063537,564.5170504951768,564.5170504951768,1.0863726104127074,1.0863726104127074,1.101808712372093,1.101808712372093,51.45467568930511,"527.81 - 558.57",43,,,,,,,,,,,,426.08438137214137,426.08438137214137,375.17344575,375.17344575,0.8521687627442827,0.8521687627442828,0.8480146953191487,0.8480146953191489,94.316743659505,"410.52 - 441.65",141,494.30597846379845,494.30597846379845,502.31563094444437,502.3156309444445,0.988611956927597,0.9886119569275968,0.988415788173913,0.988415788173913,39.696981017639956,"484.94 - 503.67",69,,,,,,,,,,,,480.3340418849722,464.592970005325,472.11421000938907,442.02951603640025,0.9606680837699444,0.92918594001065,0.9615046911919907,0.9294408539762845,89.07287787873754,"469.36 - 491.31",253
