,CenturyLink,,,,,,,,"Cincinnati Bell DSL",,,,,,,,"Frontier DSL",,,,,,,,Windstream,,,,,,,,Charter,,,,,,,,Comcast,,,,,,,,Cox,,,,,,,,Mediacom,,,,,,,,Optimum,,,,,,,,"Cincinnati Bell Fiber",,,,,,,,"Frontier Fiber",,,,,,,,Verizon,,,,,,,,Total,,,,,,,
"Tier (Mbps)","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N"
3,6361.193685932255,6361.193685932256,6088.634965013119,6088.63496501312,256.38654565763744,1812.9266503950982,"5858.68 - 6863.71",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6361.193685932255,6361.193685932256,6088.634965013119,6088.63496501312,256.38654565763744,1812.9266503950982,"5858.68 - 6863.71",50
5,,,,,,,,,5122.058239712481,5122.058239712482,4212.092665710186,4212.092665710186,308.1126188676927,2156.788332073849,"4518.16 - 5725.96",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122.058239712481,5122.058239712482,4212.092665710186,4212.092665710186,308.1126188676927,2156.788332073849,"4518.16 - 5725.96",49
10,3422.3253197865097,3422.3253197865097,2487.1436814440476,2487.143681444047,254.51451505305803,2159.6272740530753,"2923.48 - 3921.17",72,,,,,,,,,,,,,,,,,2506.200872500653,2506.200872500653,2332.3403185924867,2332.3403185924867,139.7362212624312,1036.311552718907,"2232.32 - 2780.08",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352.1900080583973,3025.578511906808,2465.8647392796634,2400.154474668275,161.1005177803454,1815.5106326582372,"3036.43 - 3667.95",127
12,2494.413187312813,2494.413187312813,2214.439804561949,2214.439804561949,125.34909482970836,1010.5967110330258,"2248.73 - 2740.1",65,,,,,,,,,2099.64978665693,2099.64978665693,2049.295555993452,2049.295555993452,48.317017274477976,392.52930393531824,"2004.95 - 2194.35",66,2231.3735306003587,2231.3735306003587,2030.3207656518919,2030.320765651892,133.49579886822866,943.9578463963992,"1969.72 - 2493.03",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331.7104547555414,2277.803423340929,2129.2403986267323,2108.932204829668,61.76571359702985,830.9726897336684,"2210.65 - 2452.77",181
15,,,,,,,,,,,,,,,,,,,,,,,,,1939.276397886343,1939.2763978863427,1778.1935036885245,1778.1935036885245,150.54756150387604,1009.903744108492,"1644.2 - 2234.35",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939.276397886343,1939.2763978863427,1778.1935036885245,1778.1935036885245,150.54756150387604,1009.903744108492,"1644.2 - 2234.35",45
18,,,,,,,,,,,,,,,,,1705.4233668091256,1705.4233668091254,1621.9260881877751,1621.926088187775,61.222633926457625,406.1050108226858,"1585.43 - 1825.42",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.4233668091256,1705.4233668091254,1621.9260881877751,1621.926088187775,61.222633926457625,406.1050108226858,"1585.43 - 1825.42",44
20,2243.2373371135054,2243.2373371135054,1833.97014279643,1833.97014279643,219.76302425564165,1659.1744481244843,"1812.5 - 2673.97",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243.2373371135054,2243.2373371135054,1833.97014279643,1833.97014279643,219.76302425564165,1659.1744481244843,"1812.5 - 2673.97",57
25,1755.98713664984,1755.98713664984,1588.7232402957486,1588.7232402957486,92.44369003693858,862.2573380407762,"1574.8 - 1937.18",87,,,,,,,,,,,,,,,,,1688.2179269003118,1688.2179269003118,1486.0697478567104,1486.0697478567104,139.97734468314601,1047.4945314293907,"1413.86 - 1962.57",56,,,,,,,,,3004.9514706858117,3004.9514706858113,1404.754417428984,1404.754417428984,374.0540603710707,2824.0462256423534,"2271.81 - 3738.1",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845.5612626546695,2092.966593120224,1435.0721670261808,1529.8920538659381,126.54699220914829,1789.6447265969991,"2597.53 - 3093.59",200
40,2870.758130216857,2870.758130216857,1496.2215103480908,1496.2215103480908,369.468618265384,2764.849969427671,"2146.6 - 3594.92",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870.758130216857,2870.758130216857,1496.2215103480908,1496.2215103480908,369.468618265384,2764.849969427671,"2146.6 - 3594.92",56
50,,,,,,,,,1305.0991991723527,1305.0991991723527,1220.6846405605936,1220.6846405605936,53.07563623899902,363.86822975110596,"1201.07 - 1409.13",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.6821071028985,2103.6821071028985,1250.6779497157322,1250.6779497157318,280.05501647708843,2132.835462648484,"1554.77 - 2652.59",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.92140455284,2310.92140455284,1069.172351020408,1069.172351020408,438.2976865399929,2737.1681751449046,"1451.86 - 3169.98",39,2138.4020432642565,1899.1608288238156,1236.0952858781297,1218.2491266078791,167.205889317886,2006.470671814632,"1810.68 - 2466.13",144
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783.884907260353,2783.884907260353,1596.5902954484256,1596.5902954484259,413.9745755369088,2618.205104196108,"1972.49 - 3595.28",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783.884907260353,2783.884907260353,1596.5902954484256,1596.5902954484259,413.9745755369088,2618.205104196108,"1972.49 - 3595.28",40
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551.9565023500973,2551.9565023500973,1316.8238505652052,1316.8238505652052,442.9981276631565,2870.9559952650993,"1683.68 - 3420.23",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.5373724913638,1577.5373724913638,1172.7758375815056,1172.7758375815056,208.83824697497738,1520.36538706254,"1168.21 - 1986.86",53,2992.8635871994693,2992.8635871994697,1241.7474045239915,1241.7474045239965,483.6179396710686,3058.668413356959,"2044.97 - 3940.75",40,2730.8251467100113,2300.0459061387046,1207.7191708765429,1200.4632775693924,219.6196582854419,2551.7498371178403,"2300.37 - 3161.28",135
80,1568.2487616987794,1568.2487616987794,1245.3173416536665,1245.317341653666,146.86661943498692,1338.0185813559115,"1280.39 - 1856.11",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.2487616987794,1568.2487616987794,1245.3173416536665,1245.317341653666,146.86661943498692,1338.0185813559115,"1280.39 - 1856.11",83
100,1612.5641221294893,1612.564122129489,1261.210293692764,1261.2102936927645,211.08940434521588,1368.0156937427137,"1198.83 - 2026.3",42,,,,,,,,,,,,,,,,,,,,,,,,,1967.2061970349487,1967.2061970349484,1649.8523689795923,1649.8523689795918,130.31241841465328,966.4227602965286,"1711.79 - 2222.62",55,3548.0215087021284,3548.0215087021284,1485.9170394573325,1485.917039457332,432.31783783264314,3292.434562551078,"2700.68 - 4395.36",58,,,,,,,,,1938.0335485110095,1938.0335485110095,1384.16248308525,1384.1624830852502,243.9053055549409,1561.7559736373069,"1459.98 - 2416.09",41,2157.761538612339,2157.761538612339,1065.7187391321227,1065.7187391321227,376.87442321518523,2323.209971828544,"1419.09 - 2896.44",38,,,,,,,,,1595.6386406995575,1595.6386406995575,1193.3798435462838,1193.379843546284,264.2805434441757,1692.2211532093263,"1077.65 - 2113.63",41,2602.8801068316166,2602.8801068316166,1091.9575907422382,1091.9575907422382,375.0965889252246,3312.763375162862,"1867.69 - 3338.07",78,2422.3946492582363,2299.176849940092,1464.8439035587335,1242.5592407943732,131.59597133542536,2472.4638286767868,"2164.47 - 2680.32",353
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.119320491476,1449.119320491476,1245.5632090271686,1245.563209027169,93.50184252695905,641.0163368659208,"1265.86 - 1632.38",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.119320491476,1449.119320491476,1245.5632090271686,1245.563209027169,93.50184252695905,641.0163368659208,"1265.86 - 1632.38",47
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.6228562594144,1377.6228562594142,1228.7337508028259,1228.7337508028259,73.28463778078768,457.66241625437067,"1233.98 - 1521.26",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.6228562594144,1377.6228562594142,1228.7337508028259,1228.7337508028259,73.28463778078768,457.66241625437067,"1233.98 - 1521.26",39
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0963981452367,1530.0963981452367,1258.902197178969,1258.9021971789684,65.2218847168917,597.7684473656792,"1402.26 - 1657.93",84,1299.909385976984,1299.909385976984,1169.5110796715853,1169.511079671585,41.18747023856389,334.6085900078937,"1219.18 - 1380.64",66,,,,,,,,,1553.1847487602388,1553.1847487602388,1234.451321719457,1234.451321719457,96.17929178172109,686.8575285671008,"1364.67 - 1741.7",51,1421.4404831690356,1421.4404831690356,1094.3540101522128,1094.3540101522128,68.59608994408575,522.4122569635899,"1286.99 - 1555.89",58,,,,,,,,,,,,,,,,,,,,,,,,,1427.9536173674169,1451.6528460589077,1208.122360543161,1205.4463813488758,34.31753725674425,552.2884944594806,"1360.69 - 1495.22",259
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.1674920272976,1122.1674920272974,1103.0170576159185,1103.0170576159185,10.535739841970209,68.27939798169353,"1101.52 - 1142.82",42,,,,,,,,,,,,,,,,,1122.1674920272976,1122.1674920272974,1103.0170576159185,1103.0170576159185,10.535739841970209,68.27939798169353,"1101.52 - 1142.82",42
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.9196240556457,1247.9196240556455,1193.2239143977727,1193.2239143977731,28.7768139845134,222.9042426378582,"1191.52 - 1304.32",60,1336.998101139001,1336.998101139001,1175.5265326586937,1175.5265326586937,82.97130395475557,518.1556271219537,"1174.37 - 1499.62",39,,,,,,,,,1182.6960603036139,1182.6960603036139,1029.307597135741,1029.307597135741,65.77718671329129,410.77839936478176,"1053.77 - 1311.62",39,,,,,,,,,,,,,,,,,,,,,,,,,1256.7950959193531,1254.6612299971066,1138.387242450699,1123.7944090928647,32.537125592963356,382.22468101316196,"1193.02 - 1320.57",138
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.81768835375,1572.81768835375,1253.2815922222221,1253.2815922222221,86.80266767383743,828.0446748164101,"1402.68 - 1742.95",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.81768835375,1572.81768835375,1253.2815922222221,1253.2815922222221,86.80266767383743,828.0446748164101,"1402.68 - 1742.95",91
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.0506810120164,1297.0506810120164,1232.2587018867923,1232.2587018867923,40.817498860672785,267.65823949462873,"1217.05 - 1377.05",43,,,,,,,,,1138.9528614062767,1138.9528614062767,1098.015151205937,1098.015151205937,19.474233809274175,231.24371413428108,"1100.78 - 1177.12",141,1154.0118305360868,1154.0118305360868,1136.5148508771929,1136.5148508771929,10.44213422611563,86.73888134244567,"1133.55 - 1174.48",69,,,,,,,,,1169.9785509306764,1169.9302333944336,1131.3269543863337,1120.4101397105096,13.63580817164179,216.89080643709795,"1143.25 - 1196.7",253
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Web page loading time (ms)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CenturyLink,,,,,,,,"Cincinnati Bell DSL",,,,,,,,"Frontier DSL",,,,,,,,Windstream,,,,,,,,Charter,,,,,,,,Comcast,,,,,,,,Cox,,,,,,,,Mediacom,,,,,,,,Optimum,,,,,,,,"Cincinnati Bell Fiber",,,,,,,,"Frontier Fiber",,,,,,,,Verizon,,,,,,,,Total,,,,,,,
"Tier (Mbps)","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N"
1.5,11031.335371405132,11031.335371405132,10933.996416195852,10933.996416195856,169.82787726854923,1369.196119385456,"10698.47 - 11364.2",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031.335371405132,11031.335371405132,10933.996416195852,10933.996416195856,169.82787726854923,1369.196119385456,"10698.47 - 11364.2",65
3,6471.564392739111,6471.564392739112,6233.022509072831,6233.022509072832,265.9559356025544,1880.5924556137895,"5950.29 - 6992.84",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6471.564392739111,6471.564392739112,6233.022509072831,6233.022509072832,265.9559356025544,1880.5924556137895,"5950.29 - 6992.84",50
5,,,,,,,,,5149.3148346668995,5149.3148346669,4226.281996336996,4226.281996336997,319.60719150891185,2237.250340562383,"4522.88 - 5775.74",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149.3148346668995,5149.3148346669,4226.281996336996,4226.281996336997,319.60719150891185,2237.250340562383,"4522.88 - 5775.74",49
10,3442.911797714781,3442.911797714781,2477.8437362577447,2477.8437362577447,254.60046086979844,2160.3565484910564,"2943.89 - 3941.93",72,,,,,,,,,,,,,,,,,2501.946485102507,2501.946485102507,2330.9393421750656,2330.939342175066,135.65265964664556,1006.0270492419558,"2236.07 - 2767.83",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370.874755453851,3035.4071347724575,2468.934402969113,2416.9384848484847,160.77476356684494,1811.8395691111314,"3055.76 - 3685.99",127
12,2443.656167202556,2443.656167202556,2160.817361581921,2160.817361581921,120.26639309606749,969.6186595986893,"2207.93 - 2679.38",65,,,,,,,,,2112.1460142984474,2112.1460142984474,2074.7981541359763,2074.798154135976,48.3776127850763,393.0215841905675,"2017.33 - 2206.97",66,2226.13865643119,2226.1386564311906,2030.88640625,2030.88640625,132.31358395393093,935.5983245692013,"1966.8 - 2485.47",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307.455674600084,2262.686301842117,2137.973486011818,2105.7009014084506,59.8734280730742,805.5145917046492,"2190.1 - 2424.81",181
15,,,,,,,,,,,,,,,,,,,,,,,,,1941.0946186829153,1941.0946186829153,1776.0824649595686,1776.0824649595686,150.54228869894138,1009.8683730576939,"1646.03 - 2236.16",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.0946186829153,1941.0946186829153,1776.0824649595686,1776.0824649595686,150.54228869894138,1009.8683730576939,"1646.03 - 2236.16",45
18,,,,,,,,,,,,,,,,,1704.4832506481218,1704.4832506481216,1631.071837623244,1631.071837623244,60.81048148162239,403.37110079079355,"1585.29 - 1823.67",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.4832506481218,1704.4832506481216,1631.071837623244,1631.071837623244,60.81048148162239,403.37110079079355,"1585.29 - 1823.67",44
20,2254.173193019241,2254.173193019241,1811.7266111888114,1811.7266111888111,219.66723628447127,1658.4512648012576,"1823.63 - 2684.72",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.173193019241,2254.173193019241,1811.7266111888114,1811.7266111888111,219.66723628447127,1658.4512648012576,"1823.63 - 2684.72",57
25,1763.4027956252041,1763.4027956252044,1585.6858232931727,1585.6858232931727,93.91108114997436,875.9442511711949,"1579.34 - 1947.47",87,,,,,,,,,,,,,,,,,1729.116585340758,1729.116585340758,1498.6182034426229,1498.6182034426229,145.51770051738393,1088.9547580944554,"1443.9 - 2014.33",56,,,,,,,,,3002.175575923117,3002.1755759231164,1386.478299086758,1386.478299086758,374.33123718169804,2826.1388646718865,"2268.49 - 3735.86",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.239162596754,2106.8528991304643,1427.1527179576178,1544.2331010436944,127.04860219307045,1796.738563019844,"2597.22 - 3095.25",200
40,2904.527684206349,2904.527684206349,1537.5281577886985,1537.5281577886985,373.2640837664624,2793.2526324843825,"2172.93 - 3636.13",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2904.527684206349,2904.527684206349,1537.5281577886985,1537.5281577886985,373.2640837664624,2793.2526324843825,"2172.93 - 3636.13",56
50,,,,,,,,,1305.1917657062434,1305.1917657062434,1225.5192313829787,1225.5192313829787,51.56790592370808,353.53175147891756,"1204.12 - 1406.26",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097.7442052382676,2097.7442052382676,1232.618530838745,1232.618530838745,281.5823834537847,2144.467542992392,"1545.84 - 2649.65",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322.0079256914096,2322.0079256914096,1073.7474584569732,1073.7474584569732,441.4789719724222,2757.035296302759,"1456.71 - 3187.31",39,2136.7297266473847,1899.8019860692914,1222.7038595580389,1221.0452172362698,168.19906490848328,2018.3887789017995,"1807.06 - 2466.4",144
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809.424802641763,2809.424802641763,1603.618200117608,1603.6182001176082,412.9230954585782,2611.554960272474,"2000.1 - 3618.75",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809.424802641763,2809.424802641763,1603.618200117608,1603.6182001176082,412.9230954585782,2611.554960272474,"2000.1 - 3618.75",40
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.793442855359,2540.793442855359,1266.8507297745357,1266.850729774536,442.2728989325631,2866.255975915088,"1673.94 - 3407.65",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.8947617139277,1572.8947617139277,1167.9981710323575,1167.9981710323575,206.98029039963976,1506.8392590245708,"1167.21 - 1978.58",53,3006.313778388257,3006.313778388257,1270.216574024024,1270.2165740240298,485.72792775386864,3072.0131497118787,"2054.29 - 3958.34",40,2737.268547734866,2298.7355415281004,1192.7547396569182,1184.4961805929918,219.72460773927853,2552.969239578549,"2306.61 - 3167.93",135
80,1572.3918309477694,1572.3918309477694,1236.7770016556296,1236.7770016556292,148.52509152093032,1353.1279811377638,"1281.28 - 1863.5",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.3918309477694,1572.3918309477694,1236.7770016556296,1236.7770016556292,148.52509152093032,1353.1279811377638,"1281.28 - 1863.5",83
100,1617.5653865452716,1617.5653865452716,1246.846539164446,1246.8465391644463,212.55345410906858,1377.5038206318081,"1200.96 - 2034.17",42,,,,,,,,,,,,,,,,,,,,,,,,,1990.6429902137584,1990.6429902137584,1674.0244275668072,1674.0244275668072,134.22360944289866,995.4289292829442,"1727.56 - 2253.72",55,3545.652927117781,3545.6529271177806,1481.8098130108997,1481.8098130108992,435.5682590823728,3317.1890332874978,"2691.94 - 4399.37",58,,,,,,,,,1962.283825702101,1962.2838257021008,1353.5439063829788,1353.5439063829788,248.93073995155618,1593.934454425903,"1474.38 - 2450.19",41,2169.7187474641705,2169.7187474641705,1075.9956362305018,1075.995636230502,376.77470046499747,2322.595239510872,"1431.24 - 2908.2",38,,,,,,,,,1591.765554579759,1591.7655545797593,1190.282677316294,1190.282677316294,263.613129261632,1687.9476172806744,"1075.08 - 2108.45",41,2606.0581383352246,2606.058138335225,1094.0319445768912,1094.0319445768914,375.4578343401921,3315.9538082819126,"1870.16 - 3341.96",78,2436.594356849749,2307.3905163026393,1465.2899389966012,1235.8100210970463,132.10114799064107,2481.9552363121247,"2177.68 - 2695.51",353
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.1255538478229,1435.1255538478229,1205.7178141843972,1205.7178141843972,87.7411517627567,601.5230307268291,"1263.15 - 1607.1",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.1255538478229,1435.1255538478229,1205.7178141843972,1205.7178141843972,87.7411517627567,601.5230307268291,"1263.15 - 1607.1",47
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.6936668408464,1360.6936668408462,1204.5228176895307,1204.5228176895307,70.90649711788143,442.81093257461134,"1221.72 - 1499.67",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.6936668408464,1360.6936668408462,1204.5228176895307,1204.5228176895307,70.90649711788143,442.81093257461134,"1221.72 - 1499.67",39
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.359737405641,1516.359737405641,1245.2647158065897,1245.2647158065893,66.26380694130893,607.3178222889767,"1386.48 - 1646.24",84,1299.8422255603753,1299.8422255603755,1157.360029781421,1157.3600297814207,43.73979750168061,355.34379471465337,"1214.11 - 1385.57",66,,,,,,,,,1583.0280613686289,1583.028061368629,1230.5471264204548,1230.5471264204546,103.82071017447018,741.4281711114693,"1379.54 - 1786.52",51,1425.0234016673357,1425.0234016673357,1093.521461835914,1093.521461835915,69.62363740024793,530.2378252452288,"1288.56 - 1561.49",58,,,,,,,,,,,,,,,,,,,,,,,,,1421.4202878958467,1453.8594334191669,1200.1837554400242,1198.5856541889482,35.6918584453941,574.4061008163884,"1351.46 - 1491.38",259
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.921510903835,1127.9215109038348,1111.7579723756905,1111.7579723756905,11.629129003936438,74.46275778533872,"1105.13 - 1150.71",41,,,,,,,,,,,,,,,,,1127.921510903835,1127.9215109038348,1111.7579723756905,1111.7579723756905,11.629129003936438,74.46275778533872,"1105.13 - 1150.71",41
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.4969934029104,1237.4969934029104,1179.777363688587,1179.7773636885872,30.3095573956643,234.77682204865135,"1178.09 - 1296.9",60,1348.0306564692883,1348.0306564692885,1154.6894943502828,1154.6894943502825,86.2192361436662,538.4389571406342,"1179.04 - 1517.02",39,,,,,,,,,1190.6855182059978,1190.6855182059978,1038.3452039274923,1038.3452039274923,68.49072345121854,427.724430861718,"1056.44 - 1324.93",39,,,,,,,,,,,,,,,,,,,,,,,,,1254.675977526231,1255.5054378008028,1129.7136442521314,1117.1248772279687,33.9087213959585,398.33728342424246,"1188.21 - 1321.14",138
