,CenturyLink,,,,,,,,"Cincinnati Bell DSL",,,,,,,,"Frontier DSL",,,,,,,,Windstream,,,,,,,,Charter,,,,,,,,Comcast,,,,,,,,Cox,,,,,,,,Mediacom,,,,,,,,Optimum,,,,,,,,"Cincinnati Bell Fiber",,,,,,,,"Frontier Fiber",,,,,,,,Verizon,,,,,,,,Total,,,,,,,
"Tier (Mbps)","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N"
400,0.000825,0.000825,0.000308,0.000308,0.000168,0.001607351,"0 - 0",91,,,,,,,,,,,,,,,,,0.000825,0.000825,0.000308,0.000308,0.000168,0.001607351,"0 - 0",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.001975566,0.001975566,0.000519,0.000519,0.000471,0.003090083,"0 - 0",43,,,,,,,,,0.000115,0.000101,1.28E-05,9.82E-06,2.02E-05,0.000292,"0 - 0",210,0.000383,0.000419,1.82E-05,1.63E-05,9.24E-05,0.001469749,"0 - 0",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Packet Loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offpeak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cable,,,,,,,,DSL,,,,,,,,Fiber,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tier (Mbps)","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,,,,,,,,0.004024073,0.004024073,0.002322617,0.002322617,0.000532,0.0042852,"0 - 0.01",65,,,,,,,,,0.004024073,0.004024073,0.002322617,0.002322617,0.000532,0.0042852,"0 - 0.01",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,0.004041846,0.004041846,0.001563086,0.001563086,0.001050322,0.007426901,"0 - 0.01",50,,,,,,,,,0.004041846,0.004041846,0.001563086,0.001563086,0.001050322,0.007426901,"0 - 0.01",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.003121808,0.003121808,0.000494,0.000494,0.001266335,0.008864346,"0 - 0.01",49,,,,,,,,,0.003121808,0.003121808,0.000494,0.000494,0.001266335,0.008864346,"0 - 0.01",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,0.00142901,0.001389519,0.000793,0.000855,0.000134,0.001507373,"0 - 0",127,,,,,,,,,0.00142901,0.001389519,0.000793,0.000855,0.000134,0.001507373,"0 - 0",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,0.002358162,0.002302162,0.000843,0.000833,0.000438,0.005875179,"0 - 0",180,,,,,,,,,0.002358162,0.002302162,0.000843,0.000833,0.000438,0.005875179,"0 - 0",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,0.001282427,0.001282427,0.000668,0.000668,0.000222,0.001491688,"0 - 0",45,,,,,,,,,0.001282427,0.001282427,0.000668,0.000668,0.000222,0.001491688,"0 - 0",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,0.00194849,0.00194849,0.00058,0.00058,0.000469,0.003110114,"0 - 0",44,,,,,,,,,0.00194849,0.00194849,0.00058,0.00058,0.000469,0.003110114,"0 - 0",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,0.001354985,0.001354985,0.000424,0.000424,0.00036,0.002715365,"0 - 0",57,,,,,,,,,0.001354985,0.001354985,0.000424,0.000424,0.00036,0.002715365,"0 - 0",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.001246446,0.001246446,0.000484,0.000484,0.000345,0.002607491,"0 - 0",57,0.001014943,0.001067207,0.000472,0.000481,0.000116,0.001382802,"0 - 0",143,,,,,,,,,0.001217723,0.00111829,0.000483,0.000483,0.000128,0.001812267,"0 - 0",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,0.00093,0.00093,0.000419,0.000419,0.000253,0.001895804,"0 - 0",56,,,,,,,,,0.00093,0.00093,0.000419,0.000419,0.000253,0.001895804,"0 - 0",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.001110243,0.001110243,0.00081,0.00081,0.000175,0.001331485,"0 - 0",58,0.000663,0.000663,0.000337,0.000337,0.000107,0.000735,"0 - 0",47,0.0004,0.0004,0.000124,0.000124,0.000207,0.00128967,"0 - 0",39,0.000929,0.000772,0.000531,0.000358,9.9E-05,0.001187522,"0 - 0",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.002407887,0.002407887,0.000338,0.000338,0.000681,0.004307866,"0 - 0",40,,,,,,,,,,,,,,,,,0.002407887,0.002407887,0.000338,0.000338,0.000681,0.004307866,"0 - 0",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.001068262,0.001068262,0.000326,0.000326,0.000307,0.001990404,"0 - 0",42,,,,,,,,,0.000263,0.000342,0.000135,0.00012,0.000126,0.001219552,"0 - 0",93,0.000418,0.000568,0.000164,0.000172,0.000132,0.001532077,"0 - 0",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,0.000492,0.000492,0.000278,0.000278,6.8E-05,0.000619,"0 - 0",83,,,,,,,,,0.000492,0.000492,0.000278,0.000278,6.8E-05,0.000619,"0 - 0",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.000745,0.000831,0.000348,0.000361,0.000102,0.001410627,"0 - 0",192,0.000617,0.000617,0.0002,0.0002,0.000157,0.001015336,"0 - 0",42,0.0004,0.00038,0.000174,0.000181,7.67E-05,0.000836,"0 - 0",119,0.000705,0.000653,0.000287,0.000236,6.47E-05,0.001215308,"0 - 0",353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.002550383,0.002550383,0.000613,0.000613,0.00082,0.005619788,"0 - 0",47,,,,,,,,,,,,,,,,,0.002550383,0.002550383,0.000613,0.000613,0.00082,0.005619788,"0 - 0",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.001913664,0.001913664,0.000519,0.000519,0.000488,0.003050458,"0 - 0",39,,,,,,,,,,,,,,,,,0.001913664,0.001913664,0.000519,0.000519,0.000488,0.003050458,"0 - 0",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.000747,0.000862,0.00031,0.000409,9.1E-05,0.001464648,"0 - 0",259,,,,,,,,,,,,,,,,,0.000747,0.000862,0.00031,0.000409,9.1E-05,0.001464648,"0 - 0",259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,0.000616,0.000616,0.000123,0.000123,0.000396,0.002567008,"0 - 0",42,0.000616,0.000616,0.000123,0.000123,0.000396,0.002567008,"0 - 0",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.000933,0.000974,0.000371,0.000393,0.000178,0.002093603,"0 - 0",138,,,,,,,,,,,,,,,,,0.000933,0.000974,0.000371,0.000393,0.000178,0.002093603,"0 - 0",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,0.000731,0.000731,0.000326,0.000326,0.000147,0.001402657,"0 - 0",91,,,,,,,,,,,,,,,,,0.000731,0.000731,0.000326,0.000326,0.000147,0.001402657,"0 - 0",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.001312712,0.001312712,0.00052,0.000520058,0.000259,0.001696053,"0 - 0",43,,,,,,,,,0.000167,0.000165,9.46E-05,9.66E-05,1.5E-05,0.000218,"0 - 0",210,0.000332,0.00036,0.000126,0.000129,5.28E-05,0.00084,"0 - 0",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Packet Loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cable,,,,,,,,DSL,,,,,,,,Fiber,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tier (Mbps)","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N","Weighted Mean","Unweighted Mean","Weighted Median","Unweighted Median","Standard Error of Mean","Standard Deviation","95% C.I","Unweighted Valid N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,,,,,,,,0.00446014,0.00446014,0.002682892,0.002682892,0.000591,0.004762237,"0 - 0.01",65,,,,,,,,,0.00446014,0.00446014,0.002682892,0.002682892,0.000591,0.004762237,"0 - 0.01",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,0.004553889,0.004553889,0.001365299,0.001365299,0.001190486,0.008418005,"0 - 0.01",50,,,,,,,,,0.004553889,0.004553889,0.001365299,0.001365299,0.001190486,0.008418005,"0 - 0.01",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,0.003032392,0.003032392,0.000327,0.000327,0.001404705,0.009832938,"0 - 0.01",49,,,,,,,,,0.003032392,0.003032392,0.000327,0.000327,0.001404705,0.009832938,"0 - 0.01",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,0.001516139,0.001464137,0.000831,0.000831,0.000156,0.001757622,"0 - 0",127,,,,,,,,,0.001516139,0.001464137,0.000831,0.000831,0.000156,0.001757622,"0 - 0",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,0.002417771,0.002343771,0.000872327,0.000851,0.000443,0.005949514,"0 - 0",180,,,,,,,,,0.002417771,0.002343771,0.000872327,0.000851,0.000443,0.005949514,"0 - 0",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,0.001426053,0.001426053,0.000701,0.000701,0.000282,0.001894568,"0 - 0",45,,,,,,,,,0.001426053,0.001426053,0.000701,0.000701,0.000282,0.001894568,"0 - 0",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,0.002016669,0.002016669,0.000665,0.000665,0.000519,0.003443859,"0 - 0",44,,,,,,,,,0.002016669,0.002016669,0.000665,0.000665,0.000519,0.003443859,"0 - 0",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,0.001388334,0.001388334,0.000464,0.000464,0.000372,0.002809238,"0 - 0",57,,,,,,,,,0.001388334,0.001388334,0.000464,0.000464,0.000372,0.002809238,"0 - 0",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.001046269,0.001046269,0.000265,0.000265,0.000326,0.002417212,"0 - 0",55,0.00121023,0.001246427,0.000555,0.000569,0.000144,0.00172033,"0 - 0",143,,,,,,,,,0.001066611,0.001190828,0.000292,0.000462,0.000137,0.001934672,"0 - 0",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,0.00109311,0.00109311,0.00039,0.00039,0.000432,0.003232806,"0 - 0",56,,,,,,,,,0.00109311,0.00109311,0.00039,0.00039,0.000432,0.003232806,"0 - 0",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00084,0.00084,0.000351,0.000351,0.000143,0.001088735,"0 - 0",58,0.000609,0.000609,0.000311,0.000311,0.000118,0.000806,"0 - 0",47,0.0004,0.0004,9.9E-05,9.9E-05,0.000201,0.001256683,"0 - 0",39,0.000728,0.000646,0.000262,0.000235,8.87E-05,0.001064634,"0 - 0",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.002731624,0.002731624,0.000302,0.000302,0.000931,0.005889149,"0 - 0",40,,,,,,,,,,,,,,,,,0.002731624,0.002731624,0.000302,0.000302,0.000931,0.005889149,"0 - 0",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.00069,0.00069,8.85E-05,8.85E-05,0.000205,0.001331044,"0 - 0",42,,,,,,,,,0.000235,0.000308,8.45E-05,7.05E-05,0.000121,0.001169606,"0 - 0",93,0.000323,0.000427,8.79E-05,8.13E-05,0.000106,0.001229987,"0 - 0",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,0.000499,0.000499,0.000251,0.000251,7.42E-05,0.000676,"0 - 0",83,,,,,,,,,0.000499,0.000499,0.000251,0.000251,7.42E-05,0.000676,"0 - 0",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.000641,0.000765,0.000164,0.000242,0.000111,0.001536851,"0 - 0",192,0.00063,0.00063,0.000185,0.000185,0.000177,0.001147973,"0 - 0",42,0.000371,0.000352,0.00013,0.000135,7.68E-05,0.000838,"0 - 0",119,0.000611,0.00061,0.000157,0.00018,6.95E-05,0.00130627,"0 - 0",353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.002207117,0.002207117,0.000438,0.000438,0.000821,0.005629845,"0 - 0",47,,,,,,,,,,,,,,,,,0.002207117,0.002207117,0.000438,0.000438,0.000821,0.005629845,"0 - 0",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.001748943,0.001748943,0.00031,0.00031,0.000446,0.002787686,"0 - 0",39,,,,,,,,,,,,,,,,,0.001748943,0.001748943,0.00031,0.00031,0.000446,0.002787686,"0 - 0",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.00054,0.00069,0.000143,0.000255,7.25E-05,0.00116471,"0 - 0",258,,,,,,,,,,,,,,,,,0.00054,0.00069,0.000143,0.000255,7.25E-05,0.00116471,"0 - 0",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,0.000603,0.000603,1.45E-05,1.45E-05,0.000454,0.002907115,"0 - 0",41,0.000603,0.000603,1.45E-05,1.45E-05,0.000454,0.002907115,"0 - 0",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.000953,0.00102349,0.000313,0.00038,0.000211,0.002470573,"0 - 0",137,,,,,,,,,,,,,,,,,0.000953,0.00102349,0.000313,0.00038,0.000211,0.002470573,"0 - 0",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,0.00083,0.00083,0.000226,0.000226,0.000201,0.001914014,"0 - 0",91,,,,,,,,,,,,,,,,,0.00083,0.00083,0.000226,0.000226,0.000201,0.001914014,"0 - 0",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.001174911,0.001174911,0.000424,0.000424,0.000266,0.00174719,"0 - 0",43,,,,,,,,,0.000132,0.000117,1.29E-05,1.32E-05,2.3E-05,0.000333,"0 - 0",210,0.000282,0.000297,1.94E-05,1.92E-05,5.48E-05,0.000871,"0 - 0",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
