unit_id,geog_id,geog_type,latitude,longitude,ISP,Technology,Download,Upload,down_mean,down_50%,down_min,down_max,up_mean,up_50%,up_min,up_max,latency,lossrate,jitter_down,numTest
12957,530350901021,blockgroup,47.857885,-122.527932,CenturyLink,DSL,8.0,0.768,5.92,6.09,3.23,6.88,0.59,0.62,0.18,0.73,33,0.13,8.8,253
12959,60375776022,blockgroup,33.769892,-118.108957,Frontier,Fiber,100.0,100.0,99.03,99.57,85.6,99.91,117.71,118.0,93.09,118.94,6,0.0,0.88,186
12962,60379006021,blockgroup,34.711056,-118.107532,Charter,Cable,60.0,5.0,69.58,70.15,10.15,70.29,5.83,5.85,4.3,6.06,16,0.04,1.01,256
12979,240317040002,blockgroup,39.019836,-77.054149,Verizon,Fiber,100.0,100.0,97.54,99.65,67.0,100.39,117.48,118.49,66.49,118.77,16,0.08,1.01,331
13150,420454099031,blockgroup,39.995438,-75.394049,Verizon,Fiber,75.0,75.0,81.64,81.97,49.51,83.08,90.32,90.62,87.77,90.99,16,0.03,0.94,342
13256,530110401023,blockgroup,45.8631,-122.417991,CenturyLink,DSL,3.0,0.512,2.35,2.39,1.68,2.49,0.46,0.46,0.29,0.51,57,0.04,5.73,303
13277,261112911011,blockgroup,43.782891,-84.330993,CenturyLink,DSL,10.0,0.768,9.9,10.18,3.55,10.58,0.61,0.59,0.37,0.7,31,0.1,2.83,278
13333,55063000700,tract,43.801792,-91.215224,Charter,Cable,30.0,4.0,33.52,33.84,25.3,34.25,4.49,4.55,2.22,4.63,33,0.02,1.69,273
13339,171239614002,blockgroup,41.000796,-89.394009,CenturyLink,DSL,10.0,0.768,9.86,9.98,5.47,10.09,0.71,0.72,0.49,0.84,14,0.02,2.32,337
13341,8037000405,tract,39.641065,-106.822282,CenturyLink,DSL,10.0,0.768,9.46,9.68,2.58,9.76,0.72,0.7,0.45,0.87,43,0.02,2.48,334
13365,530330277023,blockgroup,47.370492,-122.501728,CenturyLink,DSL,10.0,0.768,8.46,9.21,3.24,9.72,0.65,0.65,0.43,0.8,50,0.07,13.0,240
13434,410530202042,blockgroup,44.882887,-123.329819,Charter,Cable,15.0,3.0,13.12,12.93,9.3,15.55,3.2,3.22,1.41,3.31,26,0.03,0.97,362
13461,470190717002,blockgroup,36.146452,-82.065359,CenturyLink,DSL,10.0,0.768,10.98,11.29,2.97,11.38,0.82,0.83,0.55,0.87,34,0.04,1.15,318
14684,440090504012,blockgroup,41.523255,-71.487974,Verizon,Fiber,75.0,75.0,79.51,81.1,49.35,82.77,83.3,84.85,38.41,85.98,15,0.03,1.42,354
18283,360830405002,blockgroup,42.742474,-73.678076,Verizon DSL,DSL,7.1,0.768,3.16,3.2,0.96,3.46,0.64,0.64,0.32,0.8,37,0.04,1.34,314
26334,36055011601,tract,43.129874,-77.456431,Frontier,DSL,12.0,1.0,15.67,15.75,12.67,15.79,1.51,1.54,1.14,1.6,17,0.04,0.44,363
26340,360550145043,blockgroup,43.118675,-77.707316,Frontier,DSL,3.0,0.384,5.1,5.26,2.16,5.46,0.51,0.51,0.41,0.57,22,0.05,1.26,260
26370,42101007800,tract,39.946483,-75.216218,Verizon,Fiber,50.0,50.0,56.41,56.96,28.05,57.3,62.78,62.89,58.35,63.64,12,0.01,0.32,361
26471,250092175004,blockgroup,42.547409,-70.875998,Comcast,Cable,100.0,5.0,118.52,119.02,103.91,120.43,5.95,5.95,5.43,6.15,17,0.0,0.14,364
26477,25017373300,tract,42.356673,-71.20978,Verizon,Fiber,75.0,75.0,81.51,81.9,58.04,82.15,90.59,90.63,89.42,91.13,14,0.01,0.38,360
26508,340258019003,blockgroup,40.432392,-74.193244,Optimum,Cable,100.0,35.0,107.25,112.32,50.32,115.81,35.98,36.76,6.93,37.3,15,0.12,0.51,313
26583,420454078041,blockgroup,39.934022,-75.32137,Verizon,Fiber,75.0,75.0,81.32,82.2,55.18,83.25,85.06,85.88,52.26,86.43,18,0.01,0.7,345
26584,42045407803,tract,39.926062,-75.326913,Verizon,Fiber,75.0,75.0,81.99,82.2,70.29,82.82,85.62,85.88,65.04,86.31,14,0.01,0.7,364
26595,420110133023,blockgroup,40.400236,-75.605571,Windstream,DSL,12.0,1.5,12.61,13.3,0.96,13.71,1.35,1.39,0.44,1.41,18,0.04,2.86,359
26623,510594223011,blockgroup,38.781776,-77.125941,Verizon,Fiber,100.0,100.0,97.49,99.57,54.53,100.24,117.75,118.48,80.69,118.97,12,0.25,0.38,362
26624,511770203122,blockgroup,38.215311,-77.527326,Verizon,Fiber,75.0,75.0,80.93,81.92,69.89,82.59,90.56,90.6,89.22,90.83,15,0.01,0.41,121
26660,9009140400,tract,41.287599,-72.932629,Frontier,DSL,18.0,1.5,19.78,20.62,7.52,22.45,1.83,1.88,0.57,1.92,29,0.04,0.4,344
26672,340030474003,blockgroup,40.974604,-74.120241,Verizon,Fiber,75.0,75.0,81.17,82.14,55.3,82.2,88.44,88.76,58.92,88.94,9,0.06,0.81,328
26687,510594221022,blockgroup,38.696184,-77.220448,Verizon,Fiber,50.0,50.0,56.77,57.05,20.0,57.2,62.59,62.72,33.01,62.88,14,0.0,0.39,359
26698,361031700031,blockgroup,40.9989,-72.560377,Optimum,Cable,100.0,35.0,87.23,92.31,72.8,113.97,33.54,36.62,5.53,37.22,14,0.25,0.68,364
26710,42007604902,tract,40.573904,-80.269265,Verizon DSL,DSL,3.0,0.768,2.46,2.56,0.76,2.8,0.59,0.61,0.27,0.75,41,0.12,46.04,343
26713,371350108031,blockgroup,36.139224,-79.198396,CenturyLink,DSL,4.0,0.512,3.25,3.13,2.35,4.22,0.65,0.73,0.39,0.78,56,0.06,3.09,332
26761,340130097001,blockgroup,40.779877,-74.162216,Verizon,Fiber,100.0,100.0,98.44,99.29,92.24,100.21,118.02,118.22,99.41,118.51,15,0.02,0.86,269
26798,130159606012,blockgroup,34.14015,-84.802476,Comcast,Cable,100.0,5.0,92.97,93.31,88.58,93.93,5.88,5.9,5.52,6.0,14,0.02,0.45,32
26838,360550126004,blockgroup,43.123337,-77.538295,Frontier,DSL,18.0,1.5,14.9,15.73,4.03,15.85,1.46,1.53,0.5,1.59,18,0.27,1.02,365
26852,420710146032,blockgroup,39.849856,-76.088574,Frontier,DSL,12.0,1.0,26.39,10.55,3.75,93.13,3.64,0.49,0.2,19.21,35,0.24,4.98,303
26944,60014415032,blockgroup,37.463124,-121.917635,Comcast,Cable,175.0,5.0,199.21,201.04,159.91,230.03,7.53,5.94,2.88,11.94,11,0.07,0.58,355
27027,530350901013,blockgroup,47.802146,-122.566461,CenturyLink,DSL,8.0,0.768,8.24,8.99,2.67,9.07,0.82,0.85,0.37,0.89,25,0.35,3.12,359
27211,60376207014,blockgroup,33.869434,-118.387531,Frontier,Fiber,75.0,75.0,82.05,82.2,43.98,82.39,85.68,85.89,54.95,86.41,5,0.01,0.69,362
27255,350430112001,blockgroup,35.763733,-106.678152,Windstream,DSL,25.0,1.5,25.67,26.33,14.71,26.46,1.37,1.4,1.13,1.48,46,0.05,0.54,366
27273,8041000202,tract,38.895958,-104.770619,CenturyLink,DSL,40.0,5.0,38.41,40.42,15.81,41.0,2.95,3.03,1.59,3.11,26,0.19,0.88,286
27274,160759604003,blockgroup,43.970747,-116.819078,CenturyLink,DSL,12.0,0.896,14.69,14.87,4.3,16.73,0.71,0.72,0.58,0.75,30,0.07,0.5,325
27337,191030023002,blockgroup,41.662831,-91.548016,Mediacom,Cable,60.0,5.0,78.8,79.96,65.68,80.97,6.03,5.82,5.45,8.22,34,3.77,0.21,27
27338,191130001021,blockgroup,42.041954,-91.556093,Mediacom,Cable,100.0,10.0,131.76,133.17,91.07,133.52,12.44,11.48,5.77,18.01,27,0.04,0.25,353
27345,191630137022,blockgroup,41.558026,-90.460525,Mediacom,Cable,100.0,10.0,196.48,203.38,6.29,205.62,202.47,202.72,179.88,203.5,18,0.06,0.23,356
27367,481130181401,blockgroup,32.920927,-96.568022,Frontier,Fiber,100.0,100.0,116.14,99.9,88.21,205.1,138.76,118.7,114.6,263.61,4,0.0,0.13,290
27381,212270117022,blockgroup,37.089252,-86.404765,Charter,Cable,60.0,5.0,70.06,70.19,61.9,70.65,5.8,5.83,3.07,5.95,33,0.02,0.59,363
27423,390630003024,blockgroup,41.103065,-83.798732,Frontier,DSL,12.0,1.0,9.66,11.33,2.0,11.81,0.81,0.82,0.35,0.88,22,0.27,0.6,317
27526,191630136002,blockgroup,41.556824,-90.511443,Mediacom,Cable,60.0,5.0,74.3,79.06,3.72,89.46,6.94,5.7,0.97,11.84,19,0.31,0.97,345
27541,550551005005,blockgroup,43.069978,-88.910936,Frontier,DSL,45.0,6.0,55.41,56.16,40.57,56.29,6.14,6.15,5.26,6.21,30,0.08,0.24,361
27550,55095960901,tract,45.325661,-92.500499,CenturyLink,DSL,25.0,2.0,20.92,22.32,3.17,26.79,1.65,1.58,0.52,9.84,46,0.3,2.6,354
27631,481130181521,blockgroup,32.938308,-96.618349,Frontier,Fiber,50.0,50.0,29.7,28.97,5.45,56.93,62.65,63.16,1.79,63.4,7,0.03,0.9,323
27681,17077010900,tract,37.751549,-89.192745,Mediacom,Cable,100.0,10.0,131.6,133.15,113.74,133.55,12.04,11.58,8.95,17.67,22,0.03,0.28,363
27804,390099735003,blockgroup,39.416943,-82.040548,Frontier,DSL,6.0,0.768,6.11,6.33,0.73,6.63,0.67,0.68,0.45,0.7,27,0.09,2.93,360
27807,181095106012,blockgroup,39.494647,-86.307128,CenturyLink,DSL,60.0,5.0,59.05,60.77,27.53,61.7,4.72,4.79,1.75,4.86,37,0.06,0.49,315
27810,181050010021,blockgroup,39.126238,-86.520932,Comcast,Cable,3.0,2.0,3.5,3.55,0.85,3.66,2.35,2.35,1.45,2.64,27,0.13,1.09,361
27829,191530114062,blockgroup,41.680527,-93.690058,Mediacom,Cable,60.0,5.0,79.73,79.97,67.91,80.15,6.6,6.49,3.58,9.98,24,0.03,0.51,364
27831,191279508021,blockgroup,42.044262,-92.94433,Mediacom,Cable,60.0,5.0,85.8,93.93,43.19,94.88,41.04,56.91,5.39,64.02,18,0.1,0.19,356
27911,270370610032,blockgroup,44.756781,-93.094697,Frontier,DSL,6.0,0.512,8.26,8.85,0.58,8.94,1.02,1.04,0.62,1.12,17,3.55,1.57,292
27912,271630702053,blockgroup,45.252374,-92.791378,Frontier,DSL,12.0,1.0,11.04,11.42,6.86,11.61,0.93,0.95,0.67,1.02,24,0.1,3.91,192
27934,17141961700,tract,42.122743,-89.266355,Frontier,DSL,12.0,1.0,15.48,15.76,11.46,15.89,0.98,0.99,0.86,1.04,10,3.34,0.66,141
27941,171059609002,blockgroup,40.846892,-88.388286,Frontier,DSL,6.0,1.0,9.18,9.27,3.09,9.58,0.74,0.75,0.16,0.78,25,0.16,2.77,344
27961,201690001012,blockgroup,38.834922,-97.590955,Cox,Cable,50.0,3.0,58.92,59.46,11.85,59.95,2.91,2.91,2.63,2.97,31,0.16,0.32,342
28053,510411008062,blockgroup,37.432382,-77.466933,Verizon,Fiber,100.0,100.0,99.39,99.84,71.39,100.17,118.34,118.61,86.37,119.07,16,0.03,0.89,366
28054,420410131052,blockgroup,40.049311,-77.467102,Comcast,Cable,100.0,5.0,107.74,108.96,18.25,119.76,5.88,5.89,5.39,6.16,29,0.01,0.95,212
28093,260490118002,blockgroup,43.057021,-83.541038,Charter,Cable,100.0,10.0,112.54,114.2,79.53,116.28,11.06,11.1,8.47,11.31,25,0.02,0.4,354
28140,40131043021,blockgroup,33.586565,-112.120113,Cox,Cable,50.0,3.0,58.15,59.49,42.5,60.06,2.79,2.8,2.12,3.03,44,0.19,0.29,304
28175,40130610312,blockgroup,33.587463,-112.414385,CenturyLink,DSL,80.0,10.0,76.74,78.54,44.15,79.87,10.0,10.05,8.75,10.24,31,0.09,15.3,304
28209,420879603001,blockgroup,40.613159,-77.714652,CenturyLink,DSL,25.0,2.0,21.92,23.39,11.9,23.46,1.82,1.85,1.58,1.94,26,0.15,0.81,356
28245,421298024001,blockgroup,40.383281,-79.612629,Windstream,DSL,50.0,1.5,42.24,42.37,35.19,42.49,2.35,2.36,2.05,2.39,21,0.01,0.43,344
28702,210670042102,blockgroup,37.974266,-84.548993,Charter,Cable,100.0,10.0,108.05,116.57,10.05,118.19,11.55,11.64,8.94,11.73,33,0.12,0.79,355
28713,391719508001,blockgroup,41.484094,-84.614095,Charter,Cable,20.0,2.0,19.12,19.73,4.78,23.16,1.94,1.93,1.69,2.3,47,0.16,19.4,364
28733,550630102042,blockgroup,43.941734,-91.249435,CenturyLink,DSL,100.0,50.0,91.79,93.26,10.84,100.08,43.09,43.96,21.52,48.29,10,0.07,0.54,361
28773,290190010043,blockgroup,38.933081,-92.281666,Mediacom,Cable,60.0,5.0,40.63,32.89,2.47,80.21,5.71,5.68,0.75,10.14,29,0.33,0.71,303
28777,50097904001,blockgroup,36.167039,-93.190436,Cox,Cable,50.0,3.0,59.44,59.56,49.74,60.05,2.91,2.92,1.93,2.99,20,0.02,0.85,357
28798,48157674301,tract,29.56851,-95.58687,Windstream,DSL,25.0,1.5,24.85,25.6,15.8,25.76,1.31,1.35,0.43,1.41,19,0.04,1.24,320
28936,170230602003,blockgroup,39.39294,-87.70424,Frontier,DSL,6.0,1.0,6.03,6.14,3.17,6.49,0.68,0.7,0.18,0.72,33,0.25,2.5,299
29590,39093090200,tract,41.319349,-81.942132,Windstream,DSL,10.0,0.768,9.95,10.93,1.95,11.07,0.87,0.87,0.68,1.0,31,0.24,3.11,320
29599,160199705033,blockgroup,43.447422,-111.955419,CenturyLink,DSL,40.0,20.0,50.11,41.8,29.58,100.95,17.19,18.65,8.36,18.91,40,0.05,0.58,332
29624,48085032015,tract,33.027999,-96.673447,Frontier,Fiber,50.0,50.0,54.3,55.66,41.87,56.79,48.95,49.91,29.32,50.08,5,0.0,0.61,355
29647,8031015500,tract,39.694165,-104.935251,CenturyLink,DSL,100.0,50.0,139.31,101.8,80.06,212.79,161.32,51.4,45.71,378.63,2,0.01,0.19,364
29670,4013071903,tract,33.588599,-112.212105,Cox,Cable,150.0,10.0,169.11,173.24,8.27,178.34,9.75,9.81,1.61,9.87,21,0.02,0.13,358
29672,40130610601,blockgroup,33.617243,-112.434073,CenturyLink,DSL,40.0,5.0,41.06,43.88,21.96,46.54,4.66,4.7,4.26,4.76,31,0.12,0.46,320
29674,40190031022,blockgroup,32.240215,-110.888319,Comcast,Cable,3.0,2.0,3.5,3.56,1.5,3.61,2.33,2.35,0.88,2.39,27,0.07,2.23,267
29686,350490107012,blockgroup,35.510086,-105.879015,CenturyLink,DSL,5.0,0.896,5.77,6.48,1.22,6.93,0.77,0.81,0.57,0.83,57,0.13,12.13,97
29725,131530211141,blockgroup,32.532072,-83.570399,Cox,Cable,150.0,10.0,143.67,149.17,37.08,178.16,9.78,9.89,6.55,9.98,22,0.1,0.82,363
29731,60379103012,blockgroup,34.63915,-118.221668,Charter,Cable,100.0,10.0,115.4,116.95,85.43,117.21,11.5,11.68,4.0,11.76,14,0.04,0.37,351
29744,530610526074,blockgroup,47.97302,-122.069471,Comcast,Cable,175.0,5.0,198.23,202.6,32.1,207.88,5.94,5.94,5.18,6.12,16,0.04,0.61,351
30679,371830540191,blockgroup,35.917425,-78.5796,Charter,Cable,30.0,4.0,34.81,35.0,30.05,35.13,4.62,4.64,3.8,4.7,27,0.04,1.12,299
32648,371590517003,blockgroup,35.571608,-80.58773,Charter,Cable,20.0,2.0,22.63,23.16,8.39,23.38,2.18,2.22,1.81,2.31,28,0.09,0.91,156
87304,300290017033,blockgroup,48.123656,-114.657497,CenturyLink,DSL,1.5,0.256,1.29,1.4,0.13,1.53,0.21,0.23,0.02,0.25,68,0.34,20.17,223
146224,360593008004,blockgroup,40.776701,-73.734285,Verizon DSL,DSL,3.0,0.768,2.54,2.73,0.55,2.81,0.64,0.68,0.05,0.8,30,0.11,42.96,323
150222,4019004313,tract,32.055448,-111.267719,CenturyLink,DSL,7.0,0.896,7.64,7.59,6.96,7.84,0.74,0.74,0.65,0.79,37,0.03,0.51,176
176883,230310052001,blockgroup,43.525239,-70.428831,Charter,Cable,20.0,2.0,23.26,23.38,18.6,23.44,2.15,2.15,1.74,2.53,41,0.07,0.5,343
186878,390510407012,blockgroup,41.540345,-84.149141,Charter,Cable,20.0,2.0,23.29,23.38,14.82,23.44,2.13,2.12,1.8,2.53,34,0.05,0.58,364
186934,260810109032,blockgroup,43.094497,-85.473662,Charter,Cable,100.0,10.0,112.94,114.21,86.8,114.59,11.33,11.36,10.61,11.44,15,0.04,0.88,202
207290,340170112001,blockgroup,40.661648,-74.129153,Verizon,Fiber,75.0,75.0,92.58,93.3,18.05,94.1,93.87,93.91,93.2,94.11,6,0.05,0.27,330
210440,490111271002,blockgroup,41.031566,-111.942084,CenturyLink,DSL,60.0,5.0,56.23,59.34,12.82,61.39,5.04,5.11,3.98,5.24,30,0.13,0.4,235
210444,40210022003,blockgroup,32.601734,-110.766926,CenturyLink,DSL,5.0,0.896,3.77,3.85,0.78,5.17,0.68,0.73,0.36,0.78,57,0.04,4.13,317
211222,37135011106,tract,36.046108,-79.111628,Charter,Cable,60.0,5.0,68.69,70.06,3.23,70.31,5.69,5.72,2.51,5.87,29,0.14,1.23,360
211498,340390315001,blockgroup,40.684541,-74.199271,Charter,Cable,100.0,10.0,116.74,117.01,83.78,117.22,11.59,11.68,5.24,11.74,20,0.06,0.28,341
211528,40250017051,blockgroup,34.784951,-111.77043,CenturyLink,DSL,40.0,5.0,40.28,40.52,28.17,40.58,5.08,5.09,4.37,5.15,23,0.05,0.21,297
211530,60376507012,blockgroup,33.831764,-118.355889,Frontier,Fiber,50.0,50.0,74.74,57.26,38.68,94.15,78.01,63.54,56.82,93.89,6,0.02,0.45,342
213498,27169670101,tract,44.054246,-91.737333,CenturyLink,DSL,10.0,0.768,7.09,5.82,0.47,9.86,0.58,0.53,0.13,0.79,45,0.22,7.59,343
213502,170438465142,blockgroup,41.738892,-88.217611,Comcast,Cable,25.0,2.0,29.21,29.67,22.84,29.84,2.32,2.33,1.63,2.41,13,0.06,0.54,334
213540,55025001704,tract,43.072055,-89.38679,Charter,Cable,30.0,4.0,33.42,34.12,25.09,34.27,4.53,4.55,3.74,4.6,36,0.01,2.49,348
213548,80590117021,blockgroup,39.692875,-105.086431,CenturyLink,DSL,12.0,0.896,14.22,14.34,6.96,16.68,0.72,0.72,0.41,0.77,20,0.06,1.12,290
213582,35001000300,tract,35.098253,-106.613255,CenturyLink,DSL,60.0,5.0,58.32,61.13,2.12,61.48,5.02,5.15,1.64,5.26,28,0.05,0.29,345
213670,8005006711,tract,39.602209,-104.912946,CenturyLink,DSL,12.0,0.896,11.7,12.33,2.58,12.38,0.86,0.89,0.58,0.95,25,0.11,1.51,294
214176,6071002015,tract,34.127557,-117.607064,Charter,Cable,400.0,20.0,455.1,456.32,441.48,458.12,21.54,21.65,18.58,22.12,16,0.03,0.75,335
214412,510872016022,blockgroup,37.42338,-77.349196,Verizon DSL,DSL,3.0,0.768,1.29,1.29,0.81,1.53,0.35,0.35,0.19,0.36,42,0.12,5.99,324
214546,270530232012,blockgroup,44.932396,-93.404569,CenturyLink,DSL,40.0,20.0,54.45,40.63,4.64,94.77,42.56,21.44,19.1,94.1,12,0.17,0.21,339
215084,80690007001,blockgroup,40.577484,-105.071638,Comcast,Cable,75.0,5.0,88.01,88.99,76.99,89.96,5.88,5.91,5.02,6.04,15,0.08,0.39,309
215228,360550115054,blockgroup,43.13832,-77.434314,Frontier,DSL,12.0,1.0,7.2,7.31,4.32,8.06,0.36,0.36,0.15,0.41,23,0.07,1.52,321
215230,270530276011,blockgroup,44.946238,-93.659106,Frontier,DSL,12.0,1.0,15.62,15.76,0.51,16.32,0.77,0.74,0.51,0.99,18,0.05,1.67,353
215250,40131070011,blockgroup,33.527612,-112.146936,CenturyLink,DSL,40.0,2.0,32.47,35.87,5.44,36.79,1.78,1.82,1.11,1.96,36,0.36,1.03,318
215252,391199128003,blockgroup,40.004148,-81.737854,Frontier,DSL,1.0,0.128,1.28,1.28,1.2,1.35,0.35,0.35,0.35,0.35,45,0.07,0.39,76
215314,80140311012,blockgroup,39.904597,-105.089617,Comcast,Cable,75.0,5.0,87.05,88.65,26.09,89.78,5.44,5.57,1.48,5.69,28,0.04,1.52,354
215330,390930714002,blockgroup,41.352403,-82.110766,Charter,Cable,30.0,4.0,34.41,35.03,10.98,35.15,4.6,4.66,2.48,4.72,28,0.08,2.39,316
215332,131979202003,blockgroup,32.32795,-84.520221,Windstream,DSL,12.0,0.768,10.44,9.67,3.14,13.3,0.66,0.68,0.29,0.7,28,0.55,1.1,365
215356,191250301011,blockgroup,41.407832,-92.93294,Mediacom,Cable,60.0,5.0,78.1,79.53,56.22,80.11,6.52,6.55,3.13,9.72,23,0.02,0.33,347
215662,420550101003,blockgroup,40.052557,-77.843316,CenturyLink,DSL,6.0,0.512,5.66,5.75,2.32,6.07,0.36,0.36,0.15,0.46,70,0.2,2.62,358
215708,160599701002,blockgroup,45.170997,-113.925547,CenturyLink,DSL,10.0,0.768,9.45,9.62,3.18,9.68,0.67,0.69,0.33,0.7,39,0.01,1.14,346
215716,371010414011,blockgroup,35.403879,-78.517834,CenturyLink,DSL,8.0,0.768,7.61,8.01,2.02,8.13,0.74,0.75,0.39,0.81,55,0.08,3.97,322
215738,350280001002,blockgroup,35.893688,-106.277396,Comcast,Cable,70.0,5.0,28.81,32.95,1.63,33.27,5.87,5.92,3.2,6.05,25,0.09,0.9,306
215748,370630020193,blockgroup,35.901216,-78.990246,Charter,Cable,60.0,5.0,69.22,70.15,59.14,70.32,5.75,5.79,3.1,6.0,29,0.05,0.55,363
216030,420810117021,blockgroup,41.136128,-77.01986,Windstream,DSL,3.0,0.768,2.45,2.71,0.27,3.05,0.62,0.62,0.44,0.68,71,0.64,18.49,339
216038,291679604013,blockgroup,37.585748,-93.416793,Windstream,DSL,12.0,1.0,11.94,13.11,2.02,13.75,1.01,1.03,0.5,1.22,31,0.28,2.05,223
216044,130210120003,blockgroup,32.868052,-83.66886,Cox,Cable,50.0,3.0,59.15,59.52,42.93,59.86,2.87,2.9,2.53,2.96,22,0.08,0.13,333
216122,510030101003,blockgroup,38.117445,-78.61448,CenturyLink,DSL,40.0,5.0,36.45,37.17,25.06,37.2,4.65,4.67,3.18,4.76,17,0.02,0.63,349
216148,360650241012,blockgroup,43.448624,-75.17267,Frontier,DSL,6.0,1.0,4.94,5.68,1.02,5.9,0.59,0.61,0.33,0.69,36,0.47,5.26,331
216700,410619704002,blockgroup,45.338771,-118.073764,Charter,Cable,30.0,4.0,32.98,33.68,13.61,34.24,4.42,4.45,3.2,4.56,31,0.04,3.31,365
216718,390779156002,blockgroup,41.232205,-82.598772,Charter,Cable,100.0,10.0,115.02,116.96,71.16,117.57,11.64,11.7,7.27,11.85,38,0.11,0.31,92
216744,471630423002,blockgroup,36.530143,-82.482857,Charter,Cable,400.0,20.0,437.24,454.39,17.64,464.49,20.88,21.37,3.76,21.89,32,0.08,0.24,58
216778,40138121001,blockgroup,33.287471,-111.799676,Cox,Cable,200.0,10.0,229.28,231.19,58.39,237.65,9.8,9.8,9.36,9.84,22,0.01,0.27,308
216800,240317002063,blockgroup,39.257933,-77.181508,Verizon,Fiber,75.0,75.0,79.88,81.79,42.96,83.52,85.75,88.06,53.57,89.67,8,0.02,0.9,361
216804,471650211071,blockgroup,36.285119,-86.612853,Comcast,Cable,200.0,10.0,227.49,230.67,146.24,278.88,11.63,11.84,5.31,24.01,27,0.02,0.31,231
216812,390897547004,blockgroup,40.151615,-82.513622,Windstream,DSL,100.0,25.0,111.28,115.13,52.84,117.79,22.18,22.3,18.26,22.49,23,0.02,3.16,318
216820,37099950200,tract,35.412668,-83.119131,Frontier,DSL,3.0,0.384,2.51,2.56,0.92,2.81,0.66,0.67,0.3,0.7,27,0.23,3.17,277
217196,6035040200,tract,40.372923,-120.934977,Frontier,DSL,6.0,1.0,5.54,5.57,1.42,5.74,0.52,0.52,0.32,0.53,19,0.03,0.58,364
217202,191279510001,blockgroup,42.032007,-92.903304,Mediacom,Cable,200.0,20.0,253.68,262.33,134.22,266.99,25.43,25.36,19.23,29.24,22,0.03,0.28,287
222081,13057090506,tract,34.273549,-84.362181,Windstream,DSL,50.0,4.0,43.86,48.2,12.48,49.8,4.22,4.35,2.44,4.49,21,0.11,0.44,359
232350,410290017022,blockgroup,42.246712,-122.782507,Charter,Cable,300.0,20.0,341.8,342.81,296.58,342.98,21.38,21.41,18.02,22.06,25,0.05,0.4,348
232428,340030262004,blockgroup,41.006682,-74.050046,Verizon,Fiber,75.0,75.0,81.21,82.14,57.03,83.28,84.74,85.84,34.3,86.17,12,0.02,0.76,361
233006,530110413301,blockgroup,45.65539,-122.539619,CenturyLink,DSL,20.0,5.0,18.9,19.9,2.47,20.01,4.95,5.01,1.86,5.11,11,0.15,0.61,338
234206,80130130052,blockgroup,39.979879,-105.143762,CenturyLink,DSL,60.0,5.0,59.27,59.77,35.64,59.93,5.07,5.06,4.48,5.18,14,0.03,2.31,342
234804,19153000901,tract,41.608223,-93.697299,CenturyLink,DSL,100.0,50.0,92.2,88.12,62.42,101.16,48.41,51.96,42.92,52.3,11,0.01,0.08,227
235302,170310318001,blockgroup,41.966806,-87.670833,Comcast,Cable,25.0,2.0,28.41,29.72,23.69,29.87,2.46,2.37,2.19,10.86,12,0.06,1.07,110
235306,35001003738,tract,35.148798,-106.517479,Comcast,Cable,275.0,10.0,309.53,316.73,217.98,326.43,4.67,4.69,4.02,4.84,38,0.05,0.15,202
241875,391670202012,blockgroup,39.331619,-81.665362,Charter,Cable,30.0,5.0,36.29,36.65,32.72,36.9,5.79,5.9,4.36,6.16,33,0.05,1.29,177
241889,370250415051,blockgroup,35.301953,-80.644075,Charter,Cable,200.0,20.0,223.79,230.57,139.77,234.55,19.84,23.12,7.85,23.67,29,0.04,2.6,312
241891,390351812014,blockgroup,41.462781,-81.858523,Cox,Cable,150.0,10.0,176.01,177.52,9.03,179.4,9.76,9.78,7.99,9.84,18,0.02,0.17,335
243216,330110111012,blockgroup,42.705294,-71.457074,Comcast,Cable,200.0,5.0,237.46,238.05,205.32,238.49,5.92,5.95,1.9,6.01,19,0.07,0.09,288
243218,420076053002,blockgroup,40.814935,-80.376459,Verizon DSL,DSL,3.0,0.768,2.42,2.41,1.14,2.49,0.7,0.69,0.58,0.72,51,0.02,0.62,349
243300,12011031207,tract,26.223034,-80.091717,Comcast,Cable,200.0,10.0,237.72,238.06,223.63,238.31,11.87,11.88,10.72,12.11,12,0.21,0.4,46
244804,60730221011,blockgroup,33.140435,-117.30081,Charter,Cable,400.0,20.0,473.1,479.05,30.59,489.34,22.86,23.37,9.25,23.47,16,0.34,0.47,302
256968,60710097083,blockgroup,34.427114,-117.177879,Charter,Cable,100.0,10.0,113.99,114.24,107.67,114.57,11.35,11.41,9.27,11.56,17,0.1,1.24,302
256980,481130141231,blockgroup,32.978856,-96.960541,Charter,Cable,200.0,20.0,232.97,233.92,91.33,234.5,22.86,23.37,12.63,23.44,27,0.02,0.78,293
421816,480291815051,blockgroup,29.504958,-98.611687,Charter,Cable,60.0,5.0,70.14,70.2,67.3,70.22,5.83,5.84,4.84,5.91,24,0.01,0.34,359
444644,37183053518,tract,35.762349,-78.805442,Charter,Cable,200.0,10.0,197.87,233.87,9.75,234.73,10.98,10.99,10.64,11.13,38,0.46,1.76,299
510154,40131167292,blockgroup,33.313175,-112.031787,Cox,Cable,50.0,3.0,83.78,59.65,46.68,178.39,4.34,2.91,1.55,9.82,45,0.09,0.27,338
